round,run_id,agent_id,case,domain,hypothesis,representation,sharing_strategy,method_signature,status,reason,verilog_path,log_path,notes,shard_csv,candidate_id,variant,aig_path,,blocked_reason,next_non_repeated_route_hypothesis,evidence_path,outcome,failure_reason,family,next_non_repeated_hypothesis,reuse_policy,expected_next_artifact_path,sharing,area,delay,adp,next_action
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,E4M3FN packed hypot abs high low,gap/significand threshold decision tree,shared max/min field decoders feed a hierarchical delta threshold DAG,ex244|E4M3FN packed hypot abs high low|round86 structural gap threshold DAG|shared max/min field decoders and hierarchical delta decision nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 12284 did not beat frontend 9120,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_threshold_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_threshold_dag/ex244_r86_struct_gap_threshold_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex244_r86_struct_gap_threshold_dag,struct_gap_threshold_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_threshold_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_threshold_dag/ex244_r86_struct_gap_threshold_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,E5M2FN packed multiply,product-threshold decision graph with small edge table,shared sig/product/exponent nodes feed zero/saturation/linear/low-region mux DAG,ex246|E5M2FN packed multiply|round86 structural product threshold DAG|shared product and exponent decision nodes feeding multi-output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 14455 did not beat frontend 6888,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_threshold_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_threshold_dag/ex246_r86_struct_product_threshold_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex246_r86_struct_product_threshold_dag,struct_product_threshold_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_threshold_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_threshold_dag/ex246_r86_struct_product_threshold_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,E5M2FN packed low-over-high division,split sig-pair attribute banks feeding a shared quotient-region DAG,shared numerator/denominator sig decoders feed separate zero/sat/offset/mant tables and output muxes,ex247|E5M2FN packed low-over-high division|round86 split sigpair attribute DAG|shared sig decoders with separate quotient-region subdecoders feeding output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 13552 did not beat frontend 7291,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_split_attr_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_split_attr_dag/ex247_r86_struct_sigpair_split_attr_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex247_r86_struct_sigpair_split_attr_dag,struct_sigpair_split_attr_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_split_attr_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_split_attr_dag/ex247_r86_struct_sigpair_split_attr_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,E5M2FN packed hypot abs high low,shared active-gap predicate graph with formula delta nodes,shared max/min decode feeds gap0/gap1 decision nodes reused by both delta output bits,ex249|E5M2FN packed hypot abs high low|round86 active-gap formula DAG|shared max/min decoders and common gap predicates feeding multi-output delta nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 6264 did not beat frontend 4342,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_formula_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_formula_dag/ex249_r86_struct_gap_formula_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex249_r86_struct_gap_formula_dag,struct_gap_formula_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_formula_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_formula_dag/ex249_r86_struct_gap_formula_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,E4M3FN packed hypot abs high low,gap/significand orbit predicates feeding shared delta bits,shared max/min and gap decoders feed reusable d0/d1/d2 predicate nodes,ex244|E4M3FN packed hypot abs high low|round86 gap orbit decision DAG|shared max/min field decoders with common delta-bit predicate nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 12528 did not beat frontend 9120,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_orbit_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_orbit_dag/ex244_r86_struct_gap_orbit_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex244_r86_struct_gap_orbit_dag,struct_gap_orbit_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_orbit_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_orbit_dag/ex244_r86_struct_gap_orbit_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,E5M2FN packed multiply,product-class attribute bank feeding shared output-region muxes,shared product key feeds packed zero/sat/bias/mant attributes and low-edge decoder,ex246|E5M2FN packed multiply|round86 product attribute DAG|shared product-class attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 14190 did not beat frontend 6888,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_attr_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_attr_dag/ex246_r86_struct_product_attr_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex246_r86_struct_product_attr_dag,struct_product_attr_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_attr_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_attr_dag/ex246_r86_struct_product_attr_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,E5M2FN packed low-over-high division,packed sig-pair attribute graph feeding shared division regions,shared sig pair key feeds packed zero/sat/offset/mant attributes and low-edge table,ex247|E5M2FN packed low-over-high division|round86 packed sigpair attribute DAG|shared quotient attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 13176 did not beat frontend 7291,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_attr_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_attr_dag/ex247_r86_struct_sigpair_attr_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex247_r86_struct_sigpair_attr_dag,struct_sigpair_attr_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_attr_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_attr_dag/ex247_r86_struct_sigpair_attr_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,E5M2FN packed hypot abs high low,active-gap case decoder feeding shared delta and saturation nodes,shared max/min and sig decoders feed a compact active-gap delta table,ex249|E5M2FN packed hypot abs high low|round86 active-gap case DAG|shared max/min decoders feeding compact active-gap delta case node|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,equivalent_no_frontend_gain,official OK ADP 5550 did not beat frontend 4342,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_case_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_case_dag/ex249_r86_struct_gap_case_dag.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex249_r86_struct_gap_case_dag,struct_gap_case_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_case_dag.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_case_dag/ex249_r86_struct_gap_case_dag.evaluate.py.log,,,,,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex285,unknown,learned decision graph with shared internal predicates,,,ex285|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,EQUIVALENT_NONWINNING,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/verilog/ex285_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/logs/ex285_r86_learned_dag_natural.evaluate.py.log,nodes=1785; leaves=903; screened_orders=4; reference_adp=5499; previous_frontend_adp=11033,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/failed_hypotheses.csv,ex285_r86_learned_dag_natural,order_natural,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/aigs/ex285_r86_learned_dag_natural.aig,,,,,,adp_not_better_than_frontend_best,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/diagnostics/ex285_r86_decision_graph_order_screen.csv,multi-output shared mux DAG,4197,19,79743,Use smaller shared-predicate order or semantic subdecoder split.
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex288,unknown,learned decision graph with shared internal predicates,,,ex288|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,EQUIVALENT_NONWINNING,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/verilog/ex288_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/logs/ex288_r86_learned_dag_natural.evaluate.py.log,nodes=12048; leaves=6734; screened_orders=4; reference_adp=16394; previous_frontend_adp=31598,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/failed_hypotheses.csv,ex288_r86_learned_dag_natural,order_natural,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/aigs/ex288_r86_learned_dag_natural.aig,,,,,,adp_not_better_than_frontend_best,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/diagnostics/ex288_r86_decision_graph_order_screen.csv,multi-output shared mux DAG,19526,23,449098,Use smaller shared-predicate order or semantic subdecoder split.
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex297,unknown,learned decision graph with shared internal predicates,,,ex297|learned_multioutput_decision_graph|shared_mux_dag|natural_cell_bits|yosys_abc_g_aig|official_evaluate,EQUIVALENT_NONWINNING,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/verilog/ex297_r86_learned_dag_natural_cell_bits.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/logs/ex297_r86_learned_dag_natural_cell_bits.evaluate.py.log,nodes=13189; leaves=6660; screened_orders=4; reference_adp=225900; previous_frontend_adp=425024,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/failed_hypotheses.csv,ex297_r86_learned_dag_natural_cell_bits,order_natural_cell_bits,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/aigs/ex297_r86_learned_dag_natural_cell_bits.aig,,,,,,adp_not_better_than_frontend_best,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/diagnostics/ex297_r86_decision_graph_order_screen.csv,multi-output shared mux DAG,32717,22,719774,Use smaller shared-predicate order or semantic subdecoder split.
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex299,unknown,learned decision graph with shared internal predicates,,,ex299|learned_multioutput_decision_graph|shared_mux_dag|natural_cell_bits|yosys_abc_g_aig|official_evaluate,EQUIVALENT_NONWINNING,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/verilog/ex299_r86_learned_dag_natural_cell_bits.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/logs/ex299_r86_learned_dag_natural_cell_bits.evaluate.py.log,nodes=50329; leaves=24485; screened_orders=4; reference_adp=1013807; previous_frontend_adp=1777032,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/failed_hypotheses.csv,ex299_r86_learned_dag_natural_cell_bits,order_natural_cell_bits,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/aigs/ex299_r86_learned_dag_natural_cell_bits.aig,,,,,,adp_not_better_than_frontend_best,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/diagnostics/ex299_r86_decision_graph_order_screen.csv,multi-output shared mux DAG,118557,26,3082482,Use smaller shared-predicate order or semantic subdecoder split.
