case,candidate_id,hypothesis,variant,method_signature,verilog_path,aig_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,runtime_sec,evaluate_log,notes,agent_id,domain,high_level_description,representation,sharing_strategy,synth_flow,yosys_log,current_frontend_adp,beats_current_frontend,beats_reference,evaluate_status,method_notes
ex286,ex286_linhyb_sweep_raw_1_4_5_8_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_5_8_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_5_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_5_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_5_8_f11_global_abc_g_aig.aig,1,1,OK,1351,16,21616,2376,0.236,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f11_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:5:8;coord_masks=2:10:20:100;policy=f11;share=global;base_nodes=536;coord_nodes=450;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f11_global_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_5_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_5_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_5_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_5_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_5_8_f00_group_abc_g_aig.aig,1,1,OK,1354,16,21664,2376,0.225,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:5:8;coord_masks=2:10:20:100;policy=f00;share=group;base_nodes=1876;coord_nodes=437;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f00_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_5_8_f11_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_5_8_f11_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_5_8|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_5_8_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_5_8_f11_group_abc_g_aig.aig,1,1,OK,1346,15,20190,2376,0.246,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f11_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:5:8;coord_masks=2:10:20:100;policy=f11;share=group;base_nodes=1975;coord_nodes=450;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_5_8_f11_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_7_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_7_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_7|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_7_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_7_f00_global_abc_g_aig.aig,1,1,OK,1355,15,20325,2376,0.541,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:7;coord_masks=2:10:40:80;policy=f00;share=global;base_nodes=564;coord_nodes=364;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f00_global_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_7_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_7_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_7|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_7_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_7_f11_global_abc_g_aig.aig,1,1,OK,1349,16,21584,2376,0.240,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f11_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:7;coord_masks=2:10:40:80;policy=f11;share=global;base_nodes=577;coord_nodes=377;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f11_global_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_7_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_7_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_7|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_7_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_7_f00_group_abc_g_aig.aig,1,1,OK,1354,15,20310,2376,0.221,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f00_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:7;coord_masks=2:10:40:80;policy=f00;share=group;base_nodes=1872;coord_nodes=364;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f00_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_7_f11_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_7_f11_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_7|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_7_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_7_f11_group_abc_g_aig.aig,1,1,OK,1355,16,21680,2376,0.216,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f11_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:7;coord_masks=2:10:40:80;policy=f11;share=group;base_nodes=1974;coord_nodes=377;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_7_f11_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_8_f00_global_abc_g_aig.aig,1,1,OK,1343,15,20145,2376,0.338,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:8;coord_masks=2:10:40:100;policy=f00;share=global;base_nodes=509;coord_nodes=438;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f00_global_abc_g_aig.yosys.log,20190,1,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_8_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_8_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_8_f11_global_abc_g_aig.aig,1,1,OK,1362,15,20430,2376,0.218,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f11_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:8;coord_masks=2:10:40:100;policy=f11;share=global;base_nodes=522;coord_nodes=451;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f11_global_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_8_f00_group_abc_g_aig.aig,1,1,OK,1345,16,21520,2376,0.219,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:8;coord_masks=2:10:40:100;policy=f00;share=group;base_nodes=1879;coord_nodes=438;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f00_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_6_8_f11_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_6_8_f11_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_6_8|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_6_8_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_6_8_f11_group_abc_g_aig.aig,1,1,OK,1350,15,20250,2376,0.249,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f11_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:6:8;coord_masks=2:10:40:100;policy=f11;share=group;base_nodes=1978;coord_nodes=451;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_6_8_f11_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_7_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_7_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_7_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_7_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_7_8_f00_global_abc_g_aig.aig,1,1,OK,1343,15,20145,2376,0.361,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:7:8;coord_masks=2:10:80:100;policy=f00;share=global;base_nodes=523;coord_nodes=437;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f00_global_abc_g_aig.yosys.log,20190,1,0,,
ex286,ex286_linhyb_sweep_raw_1_4_7_8_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_7_8_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_7_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_7_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_7_8_f11_global_abc_g_aig.aig,1,1,OK,1355,16,21680,2376,0.218,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f11_global_abc_g_aig.evaluate.py.log,selected_bits=1:4:7:8;coord_masks=2:10:80:100;policy=f11;share=global;base_nodes=536;coord_nodes=450;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f11_global_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_7_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_7_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_7_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_7_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_7_8_f00_group_abc_g_aig.aig,1,1,OK,1360,15,20400,2376,0.213,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:7:8;coord_masks=2:10:80:100;policy=f00;share=group;base_nodes=1881;coord_nodes=437;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f00_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_4_7_8_f11_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_4_7_8_f11_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_4_7_8|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_4_7_8_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_4_7_8_f11_group_abc_g_aig.aig,1,1,OK,1346,16,21536,2376,0.215,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f11_group_abc_g_aig.evaluate.py.log,selected_bits=1:4:7:8;coord_masks=2:10:80:100;policy=f11;share=group;base_nodes=1980;coord_nodes=450;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_4_7_8_f11_group_abc_g_aig.yosys.log,20190,0,0,,
ex286,ex286_linhyb_sweep_raw_1_5_6_7_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_5_6_7_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_5_6_7|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_5_6_7_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_5_6_7_f00_global_abc_g_aig.aig,1,1,OK,1359,15,20385,2376,0.364,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_5_6_7_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:5:6:7;coord_masks=2:20:40:80;policy=f00;share=global;base_nodes=592;coord_nodes=237;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_5_6_7_f00_global_abc_g_aig.yosys.log,20190,0,0,,
