case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,pool_source,source_csv
ex203,ex203_bf16_log_exp_mant_delta_pair,bf16_log,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_exp_mant_delta_pair.aig,1,1,1,4437,21,93177,7.349,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_semantic_positive_symmetry_fields,bf16_log,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_positive_symmetry_fields.aig,1,1,1,4314,23,99222,9.428,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex203,ex203_bf16_log_sign_pair_case,bf16_log,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_sign_pair_case.aig,1,1,1,4312,24,103488,7.742,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_default_expr_exception_case,bf16_log,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_default_expr_exception_case.aig,1,1,1,4320,24,103680,9.506,exceptions=32769; default=nan; matches=32767,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_value_case,bf16_log,value_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_value_case.aig,1,1,1,4320,24,103680,10.293,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_semantic_exp_delta_fields,bf16_log,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_exp_delta_fields.aig,1,1,1,4406,27,118962,13.109,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex204,ex204_bf16_log2_exp_mant_delta_pair,bf16_log2,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_exp_mant_delta_pair.aig,1,1,1,1679,18,30222,5.797,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_positive_default_exp_mant_delta,bf16_log2,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_positive_default_exp_mant_delta.aig,1,1,1,1676,19,31844,5.187,32898; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_positive_default_exp_mant_case,bf16_log2,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_positive_default_exp_mant_case.aig,1,1,1,2065,16,33040,5.140,32642; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_split_sign_exp_mant_case,bf16_log2,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_split_sign_exp_mant_case.aig,1,1,1,2102,17,35734,5.365,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_sign_pair_case,bf16_log2,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_sign_pair_case.aig,1,1,1,1743,21,36603,7.263,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_semantic_positive_symmetry_fields,bf16_log2,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_positive_symmetry_fields.aig,1,1,1,1747,21,36687,8.521,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex204,ex204_bf16_log2_exp_mant_pair_case,bf16_log2,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_exp_mant_pair_case.aig,1,1,1,2075,18,37350,5.774,32641,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_semantic_field_reassembly,bf16_log2,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_field_reassembly.aig,1,1,1,2360,16,37760,11.874,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex204,ex204_bf16_log2_semantic_positive_field_defaults,bf16_log2,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_positive_field_defaults.aig,1,1,1,2223,17,37791,6.098,positive_exp_groups=256; full_default_groups=1; positive_exceptions=21293; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex204,ex204_bf16_log2_default_expr_exception_case,bf16_log2,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_default_expr_exception_case.aig,1,1,1,1745,22,38390,8.950,exceptions=32769; default=nan; matches=32767,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_value_case,bf16_log2,value_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_value_case.aig,1,1,1,1745,22,38390,9.633,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_sign_exp_mant_case,bf16_log2,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_sign_exp_mant_case.aig,1,1,1,2270,17,38590,5.544,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_semantic_sign_exp_field_defaults,bf16_log2,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_sign_exp_field_defaults.aig,1,1,1,2528,16,40448,6.793,groups=512; full_default_groups=257; exceptions=21293,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex204,ex204_bf16_log2_sign_exp_default_expr_case,bf16_log2,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex204/verilog/ex204_bf16_log2_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex204/aigs/ex204_bf16_log2_sign_exp_default_expr_case.aig,1,1,1,2511,17,42687,6.040,"groups=512; full_default_groups=256; exceptions=32639; defaults=abs_input:253,nan:256,sign_flip_input:1,sign_inf:1,sign_zero:1",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex204,ex204_bf16_log2_semantic_exp_delta_fields,bf16_log2,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_exp_delta_fields.aig,1,1,1,1770,26,46020,11.552,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex205,ex205_bf16_log10_sign_exp_mant_case,bf16_log10,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_sign_exp_mant_case.aig,1,1,1,4631,18,83358,6.578,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_split_sign_exp_mant_case,bf16_log10,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_split_sign_exp_mant_case.aig,1,1,1,4393,19,83467,6.430,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_exp_mant_pair_case,bf16_log10,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_exp_mant_pair_case.aig,1,1,1,4415,19,83885,6.885,32641,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_semantic_sign_exp_field_defaults,bf16_log10,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_sign_exp_field_defaults.aig,1,1,1,4669,18,84042,7.687,groups=512; full_default_groups=257; exceptions=20350,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex205,ex205_bf16_log10_positive_default_exp_mant_case,bf16_log10,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_positive_default_exp_mant_case.aig,1,1,1,4464,19,84816,6.295,32642; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_semantic_positive_field_defaults,bf16_log10,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_positive_field_defaults.aig,1,1,1,4546,19,86374,7.351,positive_exp_groups=256; full_default_groups=1; positive_exceptions=20350; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex205,ex205_bf16_log10_sign_exp_default_expr_case,bf16_log10,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_sign_exp_default_expr_case.aig,1,1,1,4811,19,91409,7.875,"groups=512; full_default_groups=256; exceptions=32640; defaults=abs_input:254,nan:256,sign_inf:1,sign_zero:1",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_positive_default_exp_mant_delta,bf16_log10,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_positive_default_exp_mant_delta.aig,1,1,1,4369,21,91749,6.664,32898; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_exp_mant_delta_pair,bf16_log10,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_exp_mant_delta_pair.aig,1,1,1,4379,21,91959,7.403,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_semantic_field_reassembly,bf16_log10,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_field_reassembly.aig,1,1,1,4853,19,92207,12.609,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex205,ex205_bf16_log10_sign_pair_case,bf16_log10,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_sign_pair_case.aig,1,1,1,4379,22,96338,7.789,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_default_expr_exception_case,bf16_log10,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_default_expr_exception_case.aig,1,1,1,4380,23,100740,9.497,exceptions=32769; default=nan; matches=32767,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_value_case,bf16_log10,value_case,student/work/reverse_bf16_deep_20260603_1223/ex205/verilog/ex205_bf16_log10_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex205/aigs/ex205_bf16_log10_value_case.aig,1,1,1,4380,23,100740,10.444,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex205,ex205_bf16_log10_semantic_positive_symmetry_fields,bf16_log10,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_positive_symmetry_fields.aig,1,1,1,4384,23,100832,9.140,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex205,ex205_bf16_log10_semantic_exp_delta_fields,bf16_log10,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_exp_delta_fields.aig,1,1,1,4437,24,106488,12.064,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_split_sign_exp_mant_case,bf16_sin,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_split_sign_exp_mant_case.aig,1,1,1,30492,21,640332,31.618,65028,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_semantic_positive_field_defaults,bf16_sin,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_positive_field_defaults.aig,1,1,1,30914,22,680108,27.914,positive_exp_groups=256; full_default_groups=2; positive_exceptions=31946; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_exp_mant_pair_case,bf16_sin,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_exp_mant_pair_case.aig,1,1,1,30927,22,680394,26.834,32514,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_positive_default_exp_mant_case,bf16_sin,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_positive_default_exp_mant_case.aig,1,1,1,30712,23,706376,21.276,32515; default=sign_flip; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_semantic_field_reassembly,bf16_sin,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_field_reassembly.aig,1,1,1,33686,21,707406,42.279,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_exp_mant_delta_pair,bf16_sin,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_exp_mant_delta_pair.aig,1,1,1,31052,23,714196,29.258,32770,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_sign_exp_mant_case,bf16_sin,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_sign_exp_mant_case.aig,1,1,1,34011,21,714231,33.179,65028,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_sign_exp_default_expr_case,bf16_sin,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_sign_exp_default_expr_case.aig,1,1,1,34033,21,714693,28.054,"groups=512; full_default_groups=248; exceptions=33546; defaults=abs_input:384,input:124,nan:2,sign_zero:2",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_positive_default_exp_mant_delta,bf16_sin,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_positive_default_exp_mant_delta.aig,1,1,1,30938,24,742512,23.663,32771; default=sign_flip; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_semantic_sign_exp_field_defaults,bf16_sin,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_sign_exp_field_defaults.aig,1,1,1,34286,22,754292,41.587,groups=512; full_default_groups=4; exceptions=63892,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_value_case,bf16_sin,value_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_value_case.aig,1,1,1,31004,26,806104,37.233,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_sign_pair_case,bf16_sin,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_sign_pair_case.aig,1,1,1,31056,26,807456,32.496,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex206,ex206_bf16_sin_semantic_positive_symmetry_fields,bf16_sin,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_positive_symmetry_fields.aig,1,1,1,31144,26,809744,26.127,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_semantic_exp_delta_fields,bf16_sin,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_exp_delta_fields.aig,1,1,1,32528,31,1008368,34.728,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32512; special_entries=256; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex206,ex206_bf16_sin_default_expr_exception_case,bf16_sin,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex206/verilog/ex206_bf16_sin_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex206/aigs/ex206_bf16_sin_default_expr_exception_case.aig,1,1,1,62570,26,1626820,101.138,exceptions=34055; default=input; matches=31481,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex207,ex207_bf16_tan_exp_mant_pair_case,bf16_tan,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex207/verilog/ex207_bf16_tan_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex207/aigs/ex207_bf16_tan_exp_mant_pair_case.aig,1,1,1,35257,22,775654,32.217,32514,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex207,ex207_bf16_tan_positive_default_exp_mant_case,bf16_tan,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex207/verilog/ex207_bf16_tan_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex207/aigs/ex207_bf16_tan_positive_default_exp_mant_case.aig,1,1,1,35491,22,780802,25.913,32515; default=sign_flip; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex207,ex207_bf16_tan_semantic_positive_field_defaults,bf16_tan,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_positive_field_defaults.aig,1,1,1,35539,23,817397,30.986,positive_exp_groups=256; full_default_groups=2; positive_exceptions=32246; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex207,ex207_bf16_tan_split_sign_exp_mant_case,bf16_tan,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex207/verilog/ex207_bf16_tan_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex207/aigs/ex207_bf16_tan_split_sign_exp_mant_case.aig,1,1,1,35973,23,827379,37.888,65028,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
