case,output_aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,beats_reference,candidate_id,source_domain,source_run_id,source_run_path,source_csv,source_aig_path,source_kind,output_sha256,copied_at,notes
ex238,output/ex238.aig,1354,13,17602,16549,1.063629,0,ex238_r001_v3_ga_v3_ga_sequence_pex238_r000_seed_seed_pex_a1354_d13_adp17602_08c4a81b,fp16,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_fp16_iter02,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_fp16_iter02,student/runs/fp16/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_fp16_iter02/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_fp16_iter02/ex238/artifacts/ex238_r001_v3_ga_v3_ga_sequence_pex238_r000_seed_seed_pex_a1354_d13_adp17602_08c4a81b.aig,run,08c4a81be30facd76fa85237505f3f099a09e4bf9829ca2c27805b32190f566f,2026-06-15 12:11:46 +0800,
ex239,output/ex239.aig,1813,14,25382,25965,0.977547,1,ex239_r006_v3_ga_v3_ga_sequence_pex239_r003_v3_ga_v3_ga_s_a1813_d14_adp25382_c45b7dd0,fp16,ex220_ex239_backend_portfolio_v3-ga_20260614_2316,ex220_ex239_backend_portfolio_v3-ga_20260614_2316,student/runs/fp16/ex220_ex239_backend_portfolio_v3-ga_20260614_2316/results/best.csv,student/work/ex220_ex239_backend_portfolio_v3-ga_20260614_2316/ex239/artifacts/ex239_r006_v3_ga_v3_ga_sequence_pex239_r003_v3_ga_v3_ga_s_a1813_d14_adp25382_c45b7dd0.aig,run,c45b7dd0fd24e3705104c1aa0f3d4c9fc619099b5505593369b5efc8c01ea44e,2026-06-15 12:11:46 +0800,
ex240,output/ex240.aig,533,26,13858,13299,1.042033,0,ex240_r000_v3_ga_v3_ga_sequence_pex240_r000_seed_seed_pex_a533_d26_adp13858_af3053a7,float_fp8,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter02,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter02,student/runs/float_fp8/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter02/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter02/ex240/artifacts/ex240_r000_v3_ga_v3_ga_sequence_pex240_r000_seed_seed_pex_a533_d26_adp13858_af3053a7.aig,run,af3053a7912f44e4ffa97d739aa95fc68bb4b6a60853a7276678dfaf4463b978,2026-06-15 12:11:46 +0800,
ex241,output/ex241.aig,415,17,7055,7224,0.976606,1,ex241_r001_v3_ga_v3_ga_sequence_pex241_r000_v3_ga_v3_ga_s_a415_d17_adp7055_57bf59ff,float_fp8,near_ref_iter_continue_20260615_0500_near_ref_polish_float_fp8_iter01,near_ref_iter_continue_20260615_0500_near_ref_polish_float_fp8_iter01,student/runs/float_fp8/near_ref_iter_continue_20260615_0500_near_ref_polish_float_fp8_iter01/results/best.csv,student/work/near_ref_iter_continue_20260615_0500_near_ref_polish_float_fp8_iter01/ex241/artifacts/ex241_r001_v3_ga_v3_ga_sequence_pex241_r000_v3_ga_v3_ga_s_a415_d17_adp7055_57bf59ff.aig,run,57bf59ff2a9bf92c70e479457ed48414bcbeed335783a61240b88b252fb733db,2026-06-15 12:11:46 +0800,
ex242,output/ex242.aig,592,15,8880,11900,0.746218,1,ex242_r006_v3_ga_v3_ga_sequence_pex242_r005_v3_ga_v3_ga_s_a592_d15_adp8880_8098aaaf,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex242/artifacts/ex242_r006_v3_ga_v3_ga_sequence_pex242_r005_v3_ga_v3_ga_s_a592_d15_adp8880_8098aaaf.aig,run,8098aaaf2ba9294f93d8812923fec715e9f793ada2f6b5fc1f2fa5081a161bae,2026-06-15 12:11:46 +0800,
ex243,output/ex243.aig,1247,20,24940,53227,0.468559,1,ex243_r007_v3_ga_v3_ga_sequence_pex243_r005_v3_ga_v3_ga_s_a1247_d20_adp24940_9cfc4812,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex243/artifacts/ex243_r007_v3_ga_v3_ga_sequence_pex243_r005_v3_ga_v3_ga_s_a1247_d20_adp24940_9cfc4812.aig,run,9cfc4812abe92ae99be3a5a60660b3e063cf20bbbe107e1581f703506e3a65ad,2026-06-15 12:11:46 +0800,
ex244,output/ex244.aig,216,23,4968,4272,1.162921,0,ex244_r007_v3_ga_v3_ga_sequence_pex244_r003_v3_ga_v3_ga_s_a216_d23_adp4968_1fdc6172,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex244/artifacts/ex244_r007_v3_ga_v3_ga_sequence_pex244_r003_v3_ga_v3_ga_s_a216_d23_adp4968_1fdc6172.aig,run,1fdc6172ec7341f7b1e2bc14a19240275ee9462e37d0c9932a566f3d0209a7c9,2026-06-15 12:11:46 +0800,
ex245,output/ex245.aig,396,25,9900,11050,0.895928,1,ex245_r000_v3_ga_v3_ga_sequence_pex245_r000_seed_seed_pex_a396_d25_adp9900_04cbe6f2,float_fp8,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,student/runs/float_fp8/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/results/best.csv,student/work/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/ex245/artifacts/ex245_r000_v3_ga_v3_ga_sequence_pex245_r000_seed_seed_pex_a396_d25_adp9900_04cbe6f2.aig,run,04cbe6f2432ff699b2124048b18fd566a7a2bccf46128d52d249b3a61a4400b6,2026-06-15 12:11:46 +0800,
ex246,output/ex246.aig,273,13,3549,2805,1.265241,0,ex246_r005_v3_ga_v3_ga_sequence_pex246_r003_v3_ga_v3_ga_s_a273_d13_adp3549_10324457,float_fp8,targeted_backend_rescue_20260615_0424_high_gap_rescue_float_fp8,targeted_backend_rescue_20260615_0424_high_gap_rescue_float_fp8,student/runs/float_fp8/targeted_backend_rescue_20260615_0424_high_gap_rescue_float_fp8/results/best.csv,student/work/targeted_backend_rescue_20260615_0424_high_gap_rescue_float_fp8/ex246/artifacts/ex246_r005_v3_ga_v3_ga_sequence_pex246_r003_v3_ga_v3_ga_s_a273_d13_adp3549_10324457.aig,run,103244570b65d58465108f29f8c351be9163e85f20d5c8398028da5b04fa4722,2026-06-15 12:11:46 +0800,
ex247,output/ex247.aig,163,18,2934,2975,0.986218,1,ex247_r001_v3_ga_v3_ga_sequence_pex247_r000_v3_ga_v3_ga_s_a163_d18_adp2934_6a08ec8c,float_fp8,targeted_backend_rescue_20260615_0424_near_ref_polish_float_fp8,targeted_backend_rescue_20260615_0424_near_ref_polish_float_fp8,student/runs/float_fp8/targeted_backend_rescue_20260615_0424_near_ref_polish_float_fp8/results/best.csv,student/work/targeted_backend_rescue_20260615_0424_near_ref_polish_float_fp8/ex247/artifacts/ex247_r001_v3_ga_v3_ga_sequence_pex247_r000_v3_ga_v3_ga_s_a163_d18_adp2934_6a08ec8c.aig,run,6a08ec8c5c9d9fee8814f9abf589a7bf2a3097068c0f58561009ed374a9c7cdc,2026-06-15 12:11:46 +0800,
ex248,output/ex248.aig,221,19,4199,4180,1.004545,0,ex248_r000_seed_seed_pextra01_a221_d19_adp4199_877c70cd,float_fp8,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01,student/runs/float_fp8/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01/ex248/seeds/ex248_r000_seed_seed_pextra01_a221_d19_adp4199_877c70cd.aig,run,877c70cd5e748c5ec5172e730a3623d64287d01e6eb69614528720004a573af5,2026-06-15 12:11:46 +0800,targeted_rescue_baseline_best
ex249,output/ex249.aig,135,13,1755,2079,0.844156,1,ex249_r001_v3_ga_v3_ga_sequence_pex249_r000_v3_ga_v3_ga_s_a135_d13_adp1755_be95c591,float_fp8,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,student/runs/float_fp8/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/results/best.csv,student/work/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/ex249/artifacts/ex249_r001_v3_ga_v3_ga_sequence_pex249_r000_v3_ga_v3_ga_s_a135_d13_adp1755_be95c591.aig,run,be95c591f0bd2611453b29ec7ad26333c7a288fba521ea791f7b19ed379509d8,2026-06-15 12:11:46 +0800,
ex250,output/ex250.aig,442,29,12818,20355,0.629722,1,ex250_r006_v3_ga_v3_ga_sequence_pex250_r005_v3_ga_v3_ga_s_a442_d29_adp12818_1411f23e,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex250/artifacts/ex250_r006_v3_ga_v3_ga_sequence_pex250_r005_v3_ga_v3_ga_s_a442_d29_adp12818_1411f23e.aig,run,1411f23e567f11a6742289061f7baf45c54bb0ce2fd7b4e69b2fcf782d29099a,2026-06-15 12:11:46 +0800,
ex251,output/ex251.aig,272,27,7344,39270,0.187013,1,ex251_r001_v3_ga_v3_ga_sequence_pex251_r000_v3_ga_v3_ga_s_a272_d27_adp7344_c52a1c20,float_fp8,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short,student/runs/float_fp8/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/results/best.csv,student/work/float_fp8_v3_ga_adaptive_ex240-ex254_20260614_0729_v3b_feedback_short/ex251/artifacts/ex251_r001_v3_ga_v3_ga_sequence_pex251_r000_v3_ga_v3_ga_s_a272_d27_adp7344_c52a1c20.aig,run,c52a1c20f093fd84436d405827b16fdc6d6c33345c95599492effbc3a516ca16,2026-06-15 12:11:46 +0800,
ex252,output/ex252.aig,152,16,2432,2603,0.934307,1,ex252_r006_v3_ga_v3_ga_sequence_pex252_r005_v3_ga_v3_ga_s_a152_d16_adp2432_22843222,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex252/artifacts/ex252_r006_v3_ga_v3_ga_sequence_pex252_r005_v3_ga_v3_ga_s_a152_d16_adp2432_22843222.aig,run,228432227dbf78ec6dd0d6536a7acb9f0ff4c0b3be3633d3cec05f9512888b9c,2026-06-15 12:11:46 +0800,
ex253,output/ex253.aig,129,15,1935,1845,1.048780,0,ex253_r000_v3_ga_v3_ga_sequence_pex253_r000_seed_seed_pex_a129_d15_adp1935_11805027,float_fp8,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01,near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01,student/runs/float_fp8/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_float_fp8_iter01/ex253/artifacts/ex253_r000_v3_ga_v3_ga_sequence_pex253_r000_seed_seed_pex_a129_d15_adp1935_11805027.aig,run,11805027b7f0ffea425b4e69dfc236bb2e62dc45fb44b030c7fc36776c20483e,2026-06-15 12:11:46 +0800,
ex254,output/ex254.aig,495,32,15840,38220,0.414443,1,ex254_r007_v3_ga_v3_ga_sequence_pex254_r006_v3_ga_v3_ga_s_a495_d32_adp15840_b3e7be5a,float_fp8,newseeds_float_fp8_v3a_20260614_1951,newseeds_float_fp8_v3a_20260614_1951,student/runs/float_fp8/newseeds_float_fp8_v3a_20260614_1951/results/best.csv,student/work/newseeds_float_fp8_v3a_20260614_1951/ex254/artifacts/ex254_r007_v3_ga_v3_ga_sequence_pex254_r006_v3_ga_v3_ga_s_a495_d32_adp15840_b3e7be5a.aig,run,b3e7be5ad9cc17cfd6ff9107f99db9b30df2d4f7ec1572a91da2687c6b56f5fc,2026-06-15 12:11:46 +0800,
ex255,output/ex255.aig,93,11,1023,836,1.223684,0,ex255_r005_v3_ga_v3_ga_sequence_pex255_r004_v3_ga_v3_ga_s_a93_d11_adp1023_7e5f1c58,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex255/artifacts/ex255_r005_v3_ga_v3_ga_sequence_pex255_r004_v3_ga_v3_ga_s_a93_d11_adp1023_7e5f1c58.aig,run,7e5f1c58f01d624b57ef4a2e0298102caff4d73277f93076a1c166746bfc116e,2026-06-15 12:11:46 +0800,
ex256,output/ex256.aig,150,15,2250,1911,1.177394,0,ex256_r004_v3_ga_v3_ga_sequence_pex256_r001_v3_ga_v3_ga_s_a150_d15_adp2250_7d812816,integer,targeted_backend_rescue_20260615_0424_high_gap_rescue_integer,targeted_backend_rescue_20260615_0424_high_gap_rescue_integer,student/runs/integer/targeted_backend_rescue_20260615_0424_high_gap_rescue_integer/results/best.csv,student/work/targeted_backend_rescue_20260615_0424_high_gap_rescue_integer/ex256/artifacts/ex256_r004_v3_ga_v3_ga_sequence_pex256_r001_v3_ga_v3_ga_s_a150_d15_adp2250_7d812816.aig,run,7d81281652d9fae633b3dee65e8a94b1ffd5ce21832abc31e7fb36ef0e2b4bce,2026-06-15 12:11:46 +0800,
ex257,output/ex257.aig,262,17,4454,3952,1.127024,0,ex257_r007_v3_ga_v3_ga_sequence_pex257_r005_v3_ga_v3_ga_s_a262_d17_adp4454_f60d4e4e,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex257/artifacts/ex257_r007_v3_ga_v3_ga_sequence_pex257_r005_v3_ga_v3_ga_s_a262_d17_adp4454_f60d4e4e.aig,run,f60d4e4e0de3bb1499083deb88114e643e4556ca79e8d10cf3d6ad71404aface,2026-06-15 12:11:46 +0800,
ex258,output/ex258.aig,332,23,7636,6289,1.214183,0,ex258_r007_v3_ga_v3_ga_sequence_pex258_r003_v3_ga_v3_ga_s_a332_d23_adp7636_4ccfb2b1,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex258/artifacts/ex258_r007_v3_ga_v3_ga_sequence_pex258_r003_v3_ga_v3_ga_s_a332_d23_adp7636_4ccfb2b1.aig,run,4ccfb2b1cbb686829e0d502090278d8eea684d46896ff4aa19cea6371e8189e1,2026-06-15 12:11:46 +0800,
ex259,output/ex259.aig,486,23,11178,10000,1.117800,0,ex259_r007_v3_ga_v3_ga_sequence_pex259_r001_v3_ga_v3_ga_s_a486_d23_adp11178_0fcbd2b9,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex259/artifacts/ex259_r007_v3_ga_v3_ga_sequence_pex259_r001_v3_ga_v3_ga_s_a486_d23_adp11178_0fcbd2b9.aig,run,0fcbd2b9979ddd4046412c6d2f2ad795700bb076be8811ae52dbefcf15b3296f,2026-06-15 12:11:46 +0800,
ex260,output/ex260.aig,79,10,790,657,1.202435,0,ex260_r006_v3_ga_v3_ga_sequence_pex260_r005_v3_ga_v3_ga_s_a79_d10_adp790_474c7554,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex260/artifacts/ex260_r006_v3_ga_v3_ga_sequence_pex260_r005_v3_ga_v3_ga_s_a79_d10_adp790_474c7554.aig,run,474c7554515e1e86d6a705fb9cbe31f7704de84e06123754956daf44cc415e68,2026-06-15 12:11:46 +0800,
ex261,output/ex261.aig,140,18,2520,2041,1.234689,0,ex261_r006_v3_ga_v3_ga_sequence_pex261_r005_v3_ga_v3_ga_s_a140_d18_adp2520_2042f5b4,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex261/artifacts/ex261_r006_v3_ga_v3_ga_sequence_pex261_r005_v3_ga_v3_ga_s_a140_d18_adp2520_2042f5b4.aig,run,2042f5b41f0974a5bd585d6e948e0cbd93fccb23ba2eeb5aaf19d67e02ff983b,2026-06-15 12:11:46 +0800,
ex262,output/ex262.aig,232,19,4408,4900,0.899592,1,ex262_r005_v3_ga_v3_ga_sequence_pex262_r004_v3_ga_v3_ga_s_a232_d19_adp4408_36d647b4,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex262/artifacts/ex262_r005_v3_ga_v3_ga_sequence_pex262_r004_v3_ga_v3_ga_s_a232_d19_adp4408_36d647b4.aig,run,36d647b4ea457fada13b2434183558003a8070ed3ba5c374926bae5a783342c0,2026-06-15 12:11:46 +0800,
ex263,output/ex263.aig,333,24,7992,6840,1.168421,0,ex263_r006_v3_ga_v3_ga_sequence_pex263_r004_v3_ga_v3_ga_s_a333_d24_adp7992_59a4015d,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex263/artifacts/ex263_r006_v3_ga_v3_ga_sequence_pex263_r004_v3_ga_v3_ga_s_a333_d24_adp7992_59a4015d.aig,run,59a4015d086fa1345879e0fab6e8a1d52ace6f9ab08141cda5fd13236afa898c,2026-06-15 12:11:46 +0800,
ex264,output/ex264.aig,495,22,10890,9724,1.119910,0,ex264_r004_v3_ga_v3_ga_sequence_pex264_r002_v3_ga_v3_ga_s_a495_d22_adp10890_92c39326,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex264/artifacts/ex264_r004_v3_ga_v3_ga_sequence_pex264_r002_v3_ga_v3_ga_s_a495_d22_adp10890_92c39326.aig,run,92c3932607cad218ca40bfbb117dbedfc34cd890fdf5ac0fcc6010271c6899e1,2026-06-15 12:11:46 +0800,
ex265,output/ex265.aig,43,7,301,322,0.934783,1,ex265_r007_v3_ga_v3_ga_sequence_pex265_r006_v3_ga_v3_ga_s_a43_d7_adp301_00ece483,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex265/artifacts/ex265_r007_v3_ga_v3_ga_sequence_pex265_r006_v3_ga_v3_ga_s_a43_d7_adp301_00ece483.aig,run,00ece483c77b4c57a9ff7b7b17e2aaa23145194d1ffcd00e97adfed545b8c615,2026-06-15 12:11:46 +0800,
ex266,output/ex266.aig,111,8,888,848,1.047170,0,ex266_r000_seed_seed_pextra01_a111_d8_adp888_bc898ce5,integer,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter01,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter01,student/runs/integer/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter01/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter01/ex266/seeds/ex266_r000_seed_seed_pextra01_a111_d8_adp888_bc898ce5.aig,run,bc898ce5eb3d8cf7b6db1c25da831ba40e576858b8ec99154e5263dcc3c897a8,2026-06-15 12:11:46 +0800,targeted_rescue_baseline_best
ex267,output/ex267.aig,269,11,2959,2651,1.116183,0,ex267_r007_v3_ga_v3_ga_sequence_pex267_r005_v3_ga_v3_ga_s_a269_d11_adp2959_6fa7e8ca,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex267/artifacts/ex267_r007_v3_ga_v3_ga_sequence_pex267_r005_v3_ga_v3_ga_s_a269_d11_adp2959_6fa7e8ca.aig,run,6fa7e8ca9e71d06008bc0dab39368c3b6e391b166f67ff406ab01352becc999e,2026-06-15 12:11:46 +0800,
ex268,output/ex268.aig,190,39,7410,7446,0.995165,1,ex268_r000_v3_ga_v3_ga_sequence_pex268_r000_seed_seed_pex_a190_d39_adp7410_c1fde42c,integer,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01,student/runs/integer/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01/ex268/artifacts/ex268_r000_v3_ga_v3_ga_sequence_pex268_r000_seed_seed_pex_a190_d39_adp7410_c1fde42c.aig,run,c1fde42c9d2c1f8906e41810814a5f5809c44a530b7e5ba9f54f2836b701f3eb,2026-06-15 12:11:46 +0800,
ex269,output/ex269.aig,346,29,10034,11760,0.853231,1,ex269_r006_v3_ga_v3_ga_sequence_pex269_r004_v3_ga_v3_ga_s_a346_d29_adp10034_d23d56d7,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex269/artifacts/ex269_r006_v3_ga_v3_ga_sequence_pex269_r004_v3_ga_v3_ga_s_a346_d29_adp10034_d23d56d7.aig,run,d23d56d764b77aa0031fe382bde5e87942d5093cd566d6a870ac05c37ae3ae17,2026-06-15 12:11:46 +0800,
ex270,output/ex270.aig,178,15,2670,2076,1.286127,0,ex270_r006_v3_ga_v3_ga_sequence_pex270_r003_v3_ga_v3_ga_s_a178_d15_adp2670_057d2400,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex270/artifacts/ex270_r006_v3_ga_v3_ga_sequence_pex270_r003_v3_ga_v3_ga_s_a178_d15_adp2670_057d2400.aig,run,057d240034986f88378dbbfa843f98dc20800e4afd9eb4cc546ff748b96a2b85,2026-06-15 12:11:46 +0800,
ex271,output/ex271.aig,357,16,5712,5542,1.030675,0,ex271_r001_v3_ga_v3_ga_sequence_pex271_r000_seed_seed_pex_a357_d16_adp5712_cb2be3ee,integer,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02,student/runs/integer/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02/ex271/artifacts/ex271_r001_v3_ga_v3_ga_sequence_pex271_r000_seed_seed_pex_a357_d16_adp5712_cb2be3ee.aig,run,cb2be3ee841627afa41bfcfdf08b1d151f6dd0c6b570d9a697b0637ca4e7b1a4,2026-06-15 12:11:46 +0800,
ex272,output/ex272.aig,518,21,10878,10880,0.999816,1,ex272_r000_v3_ga_v3_ga_sequence_pex272_r000_seed_seed_pex_a518_d21_adp10878_ac1704d7,integer,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01,student/runs/integer/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_integer_iter01/ex272/artifacts/ex272_r000_v3_ga_v3_ga_sequence_pex272_r000_seed_seed_pex_a518_d21_adp10878_ac1704d7.aig,run,ac1704d7636e1b274e9887af5f7ed27d4f51eb1268f81e1732468a2d88bb15d2,2026-06-15 12:11:46 +0800,
ex273,output/ex273.aig,852,22,18744,15078,1.243136,0,ex273_r007_v3_ga_v3_ga_sequence_pex273_r005_v3_ga_v3_ga_s_a852_d22_adp18744_1740f46c,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex273/artifacts/ex273_r007_v3_ga_v3_ga_sequence_pex273_r005_v3_ga_v3_ga_s_a852_d22_adp18744_1740f46c.aig,run,1740f46ca272e80313ab4de2d40c8e63c4bb743b18e6336ec6c5ad9f67fcf06a,2026-06-15 12:11:46 +0800,
ex274,output/ex274.aig,1042,23,23966,21630,1.107998,0,ex274_r006_v3_ga_v3_ga_sequence_pex274_r005_v3_ga_v3_ga_s_a1042_d23_adp23966_95cd3ec0,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex274/artifacts/ex274_r006_v3_ga_v3_ga_sequence_pex274_r005_v3_ga_v3_ga_s_a1042_d23_adp23966_95cd3ec0.aig,run,95cd3ec0db515f8cd1b3b5143b0e9254a2bb739c33dd2b9714a76ed2bf179d3e,2026-06-15 12:11:46 +0800,
ex275,output/ex275.aig,33,6,198,204,0.970588,1,ex275_r007_v3_ga_v3_ga_sequence_pex275_r006_v3_ga_v3_ga_s_a33_d6_adp198_0024b781,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex275/artifacts/ex275_r007_v3_ga_v3_ga_sequence_pex275_r006_v3_ga_v3_ga_s_a33_d6_adp198_0024b781.aig,run,0024b781ac36d4fe7ffe2e2b9742bed6f2b9b8c16404bd444b72b36d3c63e641,2026-06-15 12:11:46 +0800,
ex276,output/ex276.aig,72,8,576,632,0.911392,1,ex276_r007_v3_ga_v3_ga_sequence_pex276_r006_v3_ga_v3_ga_s_a72_d8_adp576_8aec86a8,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex276/artifacts/ex276_r007_v3_ga_v3_ga_sequence_pex276_r006_v3_ga_v3_ga_s_a72_d8_adp576_8aec86a8.aig,run,8aec86a869a7931c9b12710e2c3d26822683c5e3fd057709d3d22b530e072450,2026-06-15 12:11:46 +0800,
