agent_id,case,domain,frontend_best_adp,frontend_best_area,frontend_best_delay,reference_adp,ratio_to_reference,candidate_id,method_signature,verilog_path,aig_path,evaluate_log
integer-extra-r2,ex272,integer,16224,507,32,10880,1.491176,ex272_square_wallace_square_outside_csel5_synth_preset,ex272|frontend|square_carryselect2,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel5_synth_preset.aig,
integer-extra-r2,ex277,integer,2844,237,12,1980,1.436364,ex277_isqrt_cofbdd4_reverse_synth_preset,ex277|frontend|frontend_isqrt_prefix_delta,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset.aig,
unknown-hard-r5,ex286,unknown,20190,1346,15,2376,8.497475,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|explicit_outer_bitset_symcof_f00_bits_0_12_1_10|multi_pair_orand_key_classonehot|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/verilog/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group.v,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/aigs/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig.aig,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/logs/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig.evaluate.py.log
unknown-hard-r5,ex287,unknown,26880,1680,16,5782,4.648910,ex287_deep_k4_vector_case_plain,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_case_mux|lower-area k4 group BDD cofactors selected by one full-word case mux|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_case_mux,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_case_plain.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_case_plain.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_plain.evaluate.py.log
fp8-source-compress-r3,ex241,float_fp8,15544,536,29,7224,2.151717,ex241_semantic_mul_product_nested_exp_synth_preset_aig,ex241|frontend|frontend_fp8_nested_tables_fix,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/aigs/ex241_semantic_mul_product_nested_exp_synth_preset_aig.aig,
fp8-source-compress-r3,ex244,float_fp8,10234,301,34,4272,2.395599,ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset_aig,ex244|frontend|frontend_fp8_magbdd_deltaeff,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/aigs/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset_aig.aig,
fp8-source-compress-r3,ex246,float_fp8,7502,341,22,2805,2.674510,ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig,ex246|frontend|frontend_fp8_e5m2_dc_neighbor12,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig.aig,
fp8-output-plane-r3,ex240,float_fp8,26230,610,43,13299,1.972329,ex240_r64_signmag_selected_output_factor_synth_preset,ex240|E4M3FN packed add|ex240_r64_signmag_selected_output_factor|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_signmag_selected_output_factor_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_signmag_selected_output_factor_synth_preset.evaluate.py.log
fp8-output-plane-r3,ex245,float_fp8,23834,701,34,11050,2.156923,ex245_semantic_add_gap_class_synth_preset_aig,ex245|frontend|frontend_fp8_e5m2_curated,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/verilog/ex245_semantic_add_gap_class.v,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/aigs/ex245_semantic_add_gap_class_synth_preset_aig.aig,
fp8-output-plane-r3,ex247,float_fp8,6474,249,26,2975,2.176134,ex247_r5_lowpred_truth_case_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|tail-direct lowpred-min with 16-row low residual case|low_step/pat truth table is encoded as a compact 4-bit case over the low residual only|abc_g_aig_frontend|official_evaluate|lowpred_truth_case,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/verilog/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/aigs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/logs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.evaluate.py.log
fp8-output-plane-r3,ex248,float_fp8,7857,291,27,4180,1.879665,ex248_r6_numden_range_shell_core,ex248|E5M2FN packed fmod low mod high|direct numerator denominator range partition shell|shared NaN divisor-zero numerator-zero less-than and equality predicates around current periodic residual core|abc_g_aig_frontend|official_evaluate|numden_range_shell_core,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r6/ex248/verilog/ex248_r6_numden_range_shell_core.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r6/ex248/aigs/ex248_r6_numden_range_shell_core.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r6/ex248/logs/ex248_r6_numden_range_shell_core.evaluate.py.log
fp8-output-plane-r3,ex249,float_fp8,4368,168,26,2079,2.101010,ex249_semantic_hypot_threshold_rawexp_synth_preset_aig,ex249|frontend|frontend_fp8_e5m2_curated,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/aigs/ex249_semantic_hypot_threshold_rawexp_synth_preset_aig.aig,
