case,agent_id,candidate_id,method_signature,drop_reason,equivalent,adp,verilog_path,aig_path,evaluate_log,notes
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d21,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_d21|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d21.aig,,Yosys abc delay target 21
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d22,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_d22|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d22.aig,,Yosys abc delay target 22
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d24,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_d24|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_d24.aig,,Yosys abc delay target 24
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_default_recheck,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_default_recheck|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_default_recheck.aig,,current project Yosys script sanity recheck
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_late_flatten,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_late_flatten|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_late_flatten.aig,,move flatten after techmap
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_abc_g_aig,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_aig|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26265,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_abc_g_aig.aig,,Yosys abc gate set aig
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_cmos2,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_cmos2|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26656,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_cmos2.aig,,Yosys abc gate set cmos2
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_synth_preset,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_synth_preset|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26820,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_synth_preset.aig,,Yosys synth preset with flatten
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_synth_preset,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_synth_preset|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26946,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_synth_preset.aig,,Yosys synth preset with flatten
ex204,bf16-agent,ex204_delta_pair_first_hilo3_formula_bits_14_abc_g_aig,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_aig|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26979,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_delta_pair_first_hilo3_formula_bits_14_abc_g_aig.aig,,Yosys abc gate set aig
ex204,bf16-agent,ex204_delta_pair_first_hilo3_formula_bits_14_abc_g_gates,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,26996,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_delta_pair_first_hilo3_formula_bits_14_abc_g_gates.aig,,Yosys abc gate set gates
ex204,bf16-agent,ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_default_abc_and|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27132,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.aig,,delta pair base_policy=first delta_mode=hilo3 items=8847; formula bit overrides bits=14 bit_items=1
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_synth_preset,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_synth_preset|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27324,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_synth_preset.aig,,Yosys synth preset with flatten
ex204,bf16-agent,ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_default_abc_and|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27522,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.aig,,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=52
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_extra_opt_share,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_extra_opt_share|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27702,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_extra_opt_share.aig,,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_abc_g_gates,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27810,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formulaeq_bits_11_14_abc_g_gates.aig,,Yosys abc gate set gates
ex204,bf16-agent,ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_default_abc_and|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27900,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14.aig,,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=11_14 bit_items=2
ex204,bf16-agent,ex204_delta_pair_first_hilo3_formula_bits_14_synth_preset,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_synth_preset|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,27990,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_delta_pair_first_hilo3_formula_bits_14_synth_preset.aig,,Yosys synth preset with flatten
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_and_mux,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_and_mux|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,28530,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_and_mux.aig,,"Yosys abc gate set AND,MUX"
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_simple,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_simple|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,28543,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_simple.aig,,Yosys abc gate set simple
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_fast,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_fast|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,59984,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_fast.aig,,Yosys abc fast script
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_no_internal_abc,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_no_internal_abc|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,61870,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_no_internal_abc.aig,,skip Yosys internal abc pass
ex204,bf16-agent,ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_synth_preset_noabc,ex204|bf16_log2_arithbase_delta_correction|current_frontend_seed_copy|shared exponent/mantissa delta base plus selected output-bit correction|yosys_synth_preset_noabc|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,64920,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_11_14_synth_preset_noabc.aig,,Yosys synth preset without abc
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d14,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d14|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d14.aig,,Yosys abc gate set aig delay target 14
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d15,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d15|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d15.aig,,Yosys abc gate set aig delay target 15
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d16,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d16|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d16.aig,,Yosys abc gate set aig delay target 16
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d17,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d17|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d17.aig,,Yosys abc gate set aig delay target 17
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d18,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d18|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d18.aig,,Yosys abc gate set aig delay target 18
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d19,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d19|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d19.aig,,Yosys abc gate set aig delay target 19
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d20,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d20|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d20.aig,,Yosys abc gate set aig delay target 20
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d21,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig_d21|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,71104,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_aig_d21.aig,,Yosys abc gate set aig delay target 21
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_synth_preset,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_synth_preset|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75072,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_synth_preset.aig,,Yosys synth preset with flatten
ex205,bf16-agent,ex205_hilo3_word_mode_synth_preset,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_synth_preset|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,75242,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_hilo3_word_mode_synth_preset.aig,,Yosys synth preset with flatten
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_gates,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_gates|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75548,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_gates.aig,,Yosys abc gate set gates
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d20,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_d20|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d20.aig,,Yosys abc delay target 20
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d21,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_d21|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d21.aig,,Yosys abc delay target 21
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d22,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_d22|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d22.aig,,Yosys abc delay target 22
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d24,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_d24|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_d24.aig,,Yosys abc delay target 24
